xs,ys,zs,xe,ye,ze,h
71.398005,-86.893545,59.084671,0.0,0.0,0.0,0.0
65.79,-79.25,53.29,63.581204,-76.572311,51.493255,0.0
65.96,-79.26,53.34,62.396618,-74.961303,50.454943,0.0
66.17,-79.65,53.46,60.216425,-72.47204,48.644293,0.0
