xs,ys,zs,xe,ye,ze,h
-44.811937,28.238442,4.4049034,0.0,0.0,0.0,0.0
-44.27,27.87,4.32,-41.959678,26.414182,4.0913208,0.0
-44.33,27.92,4.35,-42.712464,26.898346,4.1889038,0.0
-44.56,28.85,4.88,-48.467011,31.376882,5.302883,0.0
-44.93,28.21,5.32,-48.684252,30.56047,5.7683808,0.0
-44.12,28.12,4.11,-41.843039,26.665059,3.8971359,0.0
