xs,ys,zs,xe,ye,ze,h
-133.41354,95.111899,-22.103452,0.0,0.0,0.0,0.0
-134.55,99.16,-23.79,-125.80652,92.707119,-22.242547,0.0
-135.65,95.72,-22.26,-118.08928,83.323384,-19.380599,0.0
