xs,ys,zs,xe,ye,ze,h
-24.13599,66.54572,80.104502,0.0,0.0,0.0,0.0
-25.88,73.46,84.89,-23.792273,67.53102,78.041125,0.0
-25.86,73.94,85.49,-24.976497,71.415024,82.570146,0.0
-22.88,76.41,87.87,-26.521871,88.557593,101.84004,0.0
-26.85,72.12,85.29,-23.85836,64.08608,75.789705,0.0
-23.66,74.9,88.26,-26.603195,84.210374,99.233808,0.0
-26.88,72.32,86.47,-25.824474,69.47565,83.069847,0.0
-24.51,71.8,85.39,-20.513701,60.087043,71.457564,0.0
-27.02,71.86,86.16,-25.008155,66.495579,79.731012,0.0
-26.52,71.52,86.12,-23.849535,64.310767,77.441768,0.0
-25.54,72.63,87.26,-25.44142,72.331067,86.912375,0.0
-26.06,71.85,86.49,-24.14038,66.558171,80.119525,0.0
-25.59,72.89,87.55,-26.215749,74.663007,89.679038,0.0
-22.18,74.99,89.15,-25.572427,86.433563,102.75917,0.0
-25.59,71.33,86.18,-22.460532,62.602854,75.6368,0.0
-26.01,70.84,85.86,-21.92874,59.729957,72.39176,0.0
-25.25,72.01,87.18,-24.216033,69.057424,83.606746,0.0
-23.5,71.79,86.71,-21.030736,64.24055,77.597216,0.0
-25.22,71.41,86.85,-23.002287,65.122897,79.207394,0.0
-23.24,71.49,86.68,-20.349805,62.578003,75.881965,0.0
-23.76,70.57,86.18,-19.280544,57.267608,69.929523,0.0
-22.47,71.88,87.34,-20.667034,66.118166,80.338212,0.0
-22.53,71.96,87.49,-21.00745,67.072163,81.551748,0.0
-24.38,70.4,86.3,-20.060023,57.929371,71.020954,0.0
-26.42,70.99,87.51,-25.088904,67.416837,83.113918,0.0
-22.03,71.44,87.02,-19.265169,62.47025,76.094833,0.0
-22.2,71.35,86.98,-19.326768,62.108864,75.71656,0.0
-22.25,71.38,87.1,-19.527939,62.639596,76.442712,0.0
-22.17,70.94,86.6,-18.382926,58.811111,71.793964,0.0
-22.98,71.46,87.44,-20.989309,65.256903,79.852634,0.0
-25.58,72.91,89.93,-29.473062,83.990022,103.60426,0.0
-25.51,72.66,89.66,-28.737675,81.839554,100.9952,0.0
-21.7,72.29,88.31,-21.300034,70.964557,86.691763,0.0
-22.17,71.38,87.44,-19.839816,63.861994,78.233968,0.0
-22.23,71.34,87.43,-21.797912,69.936906,85.710226,0.0
-21.54,71.78,87.77,-20.029752,66.752256,81.625206,0.0
-23.07,71.28,87.65,-21.052813,65.03821,79.974711,0.0
-22.37,71.43,87.64,-20.432101,65.232006,80.043627,0.0
-26.54,71.58,88.92,-28.052447,75.656214,93.983905,0.0
-21.44,71.82,87.95,-20.052745,67.180052,82.268925,0.0
-20.79,72.37,88.59,-20.558322,71.558838,87.592749,0.0
-21.41,71.91,88.34,-20.585022,69.128471,84.923069,0.0
-24.75,70.35,87.45,-22.028259,62.611965,77.831496,0.0
-26.64,71.15,88.94,-27.657058,73.856609,92.320663,0.0
-22.65,72.22,89.22,-23.477945,74.849036,92.468349,0.0
-22.38,71.77,88.64,-22.233031,71.295009,88.055242,0.0
-22.47,71.94,88.94,-22.792945,72.978514,90.222202,0.0
-26.71,70.7,88.91,-27.269497,72.181789,90.777219,0.0
-20.68,72.15,89.09,-20.795075,72.555756,89.595478,0.0
-20.86,71.58,88.84,-20.242246,69.444683,86.188386,0.0
-24.25,70.76,89.19,-24.279666,70.856136,89.309234,0.0
-24.02,69.94,88.6,-22.289373,64.906369,82.223824,0.0
-23.17,69.06,88.9,-20.619475,61.458262,79.126249,0.0
-26.6,71.99,87.06,-25.89079,70.072643,84.744985,0.0
-25.17,72.27,86.46,-23.374598,67.117859,80.307152,0.0
-26.22,71.93,86.56,-24.567548,67.375702,81.086453,0.0
